symbol,ub_symbol,sub.uniport,ub.uniport,ub.type
STAT1,USP39,P42224,Q53GS9,DUB
IKBKG,USP7,Q9Y6K9,Q93009,DUB
IL33,USP21,O95760,Q9UK80,DUB
IL33,USP17L30,O95760,Q0WX57,DUB
MAFA,USP7,Q8NHW3,Q93009,DUB
IRF4,USP4,Q15306,Q13107,DUB
IRS1,USP7,P35568,Q93009,DUB
PTEN,BAP1,P60484,Q92560,DUB
TBK1,USP38,Q9UHD2,Q8NB14,DUB
IRS2,USP7,Q9Y4H2,Q93009,DUB
SNAI1,USP17L2,O95863,Q6R6M4,DUB
ITCH,USP8,Q96J02,P40818,DUB
ITCH,USP9X,Q96J02,Q93008,DUB
APOBEC3G,USP49,Q9HC16,Q70CQ1,DUB
SMAD3,USP15,P84022,Q9Y4E8,DUB
PRKN,USP8,O60260,P40818,DUB
TRAF3,USP25,Q13114,Q9UHP3,DUB
ITGB1,USP10,P05556,Q14694,DUB
ITGB5,USP10,P18084,Q14694,DUB
KCNH2,USP9X,Q12809,Q93008,DUB
KCNN4,USP8,O15554,P40818,DUB
KDM1A,USP22,O60341,Q9UPT9,DUB
POU5F1,USP3,Q01860,Q9Y6I4,DUB
ZNF304,USP28,Q9HCX3,Q96RU2,DUB
KDM1A,USP28,O60341,Q96RU2,DUB
KDM1A,USP7,O60341,Q93009,DUB
NOTCH1,USP25,P46531,Q9UHP3,DUB
KEAP1,USP15,Q14145,Q9Y4E8,DUB
KLF4,ZC3H12A,O43474,Q5D1E8,DUB
ZBTB38,USP9X,Q8NAP3,Q93008,DUB
LATS1,USP9X,O95835,Q93008,DUB
LRIG1,USP8,Q96JA1,P40818,DUB
HAS2,USP4,Q92819,Q13107,DUB
IKBKG,CYLD,Q9Y6K9,Q9NQC7,DUB
HES1,USP22,Q14469,Q9UPT9,DUB
FBXW7,USP9X,Q969H0,Q93008,DUB
MAFB,USP5,Q9Y5Q3,P45974,DUB
MCL1,OTUD1,Q07820,Q5VV17,DUB
MAP3K5,USP9X,Q99683,Q93008,DUB
DVL1,CYLD,O14640,Q9NQC7,DUB
MARCHF6,USP19,O60337,O94966,DUB
RIPK1,TNFAIP3,Q13546,P21580,DUB
MARCHF7,USP9X,Q9H992,Q6P468,DUB
RHOT1,USP30,Q8IXI2,Q70CQ3,DUB
MAP1LC3B,USP10,Q9GZQ8,Q14694,DUB
ACVRL1,OTULIN,P37023,Q96BN8,DUB
HIF1A,USP7,Q16665,Q93009,DUB
MAPT,UCHL1,P10636,P09936,DUB
MARCHF7,USP9X,Q9H992,Q93008,DUB
NLRP3,ABRAXAS2,Q96P20,Q15018,DUB
PRPF31,USP15,Q8WWY3,Q9Y4E8,DUB
ZBTB16,USP37,Q05516,Q86T82,DUB
DVL2,USP9X,O14641,Q93008,DUB
DIO2,USP33,Q92813,Q8TEY7,DUB
ARRB2,USP33,P32121,Q8TEY7,DUB
COPS5,UCHL1,Q92905,P09936,DUB
MARK4,USP9X,Q96L34,Q93008,DUB
UBR5,OTUD5,O95071,Q96G74,DUB
TP53,UCHL1,P04637,P09936,DUB
RBL1,USP4,P28749,Q13107,DUB
SNAI1,USP11,O95863,P51784,DUB
DES,YOD1,P17661,Q5VVQ6,DUB
MCL1,USP9X,Q07820,Q6P468,DUB
SQSTM1,USP20,Q13501,Q9Y2K6,DUB
MCL1,USP9X,Q07820,Q93008,DUB
MDM2,USP15,Q00987,Q9Y4E8,DUB
AXIN2,USP34,Q9Y2T1,Q70CQ2,DUB
AXIN1,USP34,O15169,Q70CQ2,DUB
MDM2,USP2,Q00987,O75604,DUB
AMOTL2,USP9X,Q9Y2J4,Q93008,DUB
CORO2A,USP19,Q92828,O94966,DUB
KLF5,ATXN3L,Q13887,Q9H3M9,DUB
TRAF2,USP48,Q12933,Q86UV5,DUB
MDM2,USP26,Q00987,Q9BXU7,DUB
RPS2,USP10,P15880,Q14694,DUB
HES1,USP27X,Q14469,A6NNY8,DUB
UBE2E1,USP7,P51965,Q93009,DUB
EPS15,USP9X,P42566,Q93008,DUB
SLC9A3,USP7,P48764,Q93009,DUB
MDM2,USP7,Q00987,Q93009,DUB
IFIH1,USP17L2,Q9BYX4,Q6R6M4,DUB
MDM4,USP7,O15151,Q93009,DUB
MET,USP8,P08581,P40818,DUB
CFLAR,USP8,O15519,P40818,DUB
RELA,USP48,Q04206,Q86UV5,DUB
MIB1,USP9X,Q86YT6,Q93008,DUB
MMP2,USP2,P08253,O75604,DUB
ACVR1,PSMD14,Q04771,O00487,DUB
CCNA1,USP37,P78396,Q86T82,DUB
CTNNB1,USP20,P35222,Q9Y2K6,DUB
MMP9,USP22,P14780,Q9UPT9,DUB
MMP9,USP42,P14780,Q9H9J4,DUB
PRKN,USP33,O60260,Q8TEY7,DUB
HIF1A,USP20,Q16665,Q9Y2K6,DUB
SMAD2,USP15,Q15796,Q9Y4E8,DUB
MMP9,USP6,P14780,P35125,DUB
MSI2,USP10,Q96DH6,Q14694,DUB
CRY2,USP7,Q49AN0,Q93009,DUB
TP53,USP49,P04637,Q70CQ1,DUB
WEE1,USP50,P30291,Q70EL3,DUB
RORC,USP4,P51449,Q13107,DUB
IRF8,USP4,Q02556,Q13107,DUB
PHLPP2,USP12,Q6ZVD8,O75317,DUB
NLRP7,USP10,Q8WX94,Q14694,DUB
ADORA2A,USP4,P29274,Q13107,DUB
MTOR,USP9X,P42345,Q93008,DUB
CTNNB1,USP4,P35222,Q13107,DUB
RNF2,USP7,Q99496,Q93009,DUB
MTPAP,USP15,Q9NVV4,Q9Y4E8,DUB
MYC,USP22,P01106,Q9UPT9,DUB
MYC,USP28,P01106,Q96RU2,DUB
CARD9,USP15,Q9H257,Q9Y4E8,DUB
MYC,USP36,P01106,Q9P275,DUB
CD274,USP9X,Q9NZQ7,Q93008,DUB
MYC,USP38,P01106,Q8NB14,DUB
VGLL4,USP11,Q14135,P51784,DUB
MACF1,USP14,Q9UPN3,P54578,DUB
PTEN,USP13,P60484,Q92995,DUB
STING1,USP49,Q86WV6,Q70CQ1,DUB
MYC,USP37,P01106,Q86T82,DUB
NANOG,USP16,Q9H9S0,Q9Y5T5,DUB
LATS2,USP9X,Q9NRM7,Q93008,DUB
NANOG,USP21,Q9H9S0,Q9UK80,DUB
TRIM21,USP4,P19474,Q13107,DUB
NANOG,USP3,Q9H9S0,Q9Y6I4,DUB
PPME1,USP36,Q9Y570,Q9P275,DUB
NFATC2,USP22,Q13469,Q9UPT9,DUB
VCP,YOD1,P55072,Q5VVQ6,DUB
NFKB1,TNFAIP3,P19838,P21580,DUB
CD274,OTUB1,Q9NZQ7,Q96FW1,DUB
NFKB1,USP7,P19838,Q93009,DUB
HIF1A,UCHL1,Q16665,P09936,DUB
NFKBIA,UCHL5,P25963,Q9Y5K5,DUB
NFE2L1,USP15,Q14494,Q9Y4E8,DUB
ETS1,USP9X,P14921,Q93008,DUB
NFKBIA,USP11,P25963,P51784,DUB
GAD1,USP46,Q99259,P62068,DUB
POLB,USP47,P06746,Q96K76,DUB
SNAI1,USP47,O95863,Q96K76,DUB
SOX2,OTUD7B,P48431,Q6GQQ9,DUB
TRIM25,OTUD5,Q14258,Q96G74,DUB
SNAI2,USP17L2,O43623,Q6R6M4,DUB
NFKBIA,USP14,P25963,P54578,DUB
NFKBIA,USP53,P25963,Q70EK8,DUB
NFKBIA,UCHL1,P25963,P09936,DUB
IRF1,USP1,P10914,O94782,DUB
ABL1,USP7,P00519,Q93009,DUB
E2F6,USP22,O75461,Q9UPT9,DUB
XRCC6,USP14,P12956,P54578,DUB
MAPK6,USP20,Q16659,Q9Y2K6,DUB
CCDC6,USP7,Q16204,Q93009,DUB
CGAS,USP29,Q8N884,Q9HBJ7,DUB
NOTCH1,BAP1,P46531,Q92560,DUB
NUAK1,USP9X,O60285,Q93008,DUB
OCLN,TNFAIP3,Q16625,P21580,DUB
SNAI1,USP3,O95863,Q9Y6I4,DUB
MYCN,USP3,P04198,Q9Y6I4,DUB
OGDH,USP13,Q02218,Q92995,DUB
TRIM27,USP7,P14373,Q93009,DUB
PCNA,USP1,P12004,O94782,DUB
MAP3K5,TNFAIP3,Q99683,P21580,DUB
PYCARD,USP50,Q9ULZ3,Q70EL3,DUB
PCNA,USP7,P12004,Q93009,DUB
PHLPP1,USP12,O60346,O75317,DUB
SUDS3,USP17L2,Q9H7L9,Q6R6M4,DUB
PLK1,USP16,P53350,Q9Y5T5,DUB
PML,USP11,P29590,P51784,DUB
PML,USP7,P29590,Q93009,DUB
FOXM1,OTUB1,Q08050,Q96FW1,DUB
RHEB,USP4,Q15382,Q13107,DUB
RARA,USP7,P10276,Q93009,DUB
PTGES,USP9X,O14684,Q93008,DUB
PHF8,USP7,Q9UPP1,Q93009,DUB
HDAC6,UCHL1,Q9UBN7,P09936,DUB
NUP62,USP10,P37198,Q14694,DUB
E2F1,UCHL5,Q01094,Q9Y5K5,DUB
FANCI,USP1,Q9NVI1,O94782,DUB
REST,USP7,Q13127,Q93009,DUB
TBL1XR1,USP1,Q9BZK7,O94782,DUB
RPS16,USP1,P62249,O94782,DUB
MAP3K7,CYLD,O43318,Q9NQC7,DUB
MYC,USP16,P01106,Q9Y5T5,DUB
POLH,USP7,Q9Y253,Q93009,DUB
POLL,USP47,Q9UGP5,Q96K76,DUB
TAS2R13,USP9X,Q9NYV9,Q93008,DUB
GLI1,USP7,P08151,Q93009,DUB
POLR1A,USP36,O95602,Q9P275,DUB
ARID1A,USP11,O14497,P51784,DUB
POU5F1,PSMD14,Q01860,O00487,DUB
POU5F1,USP44,Q01860,Q9H0E7,DUB
SNAI2,USP10,O43623,Q14694,DUB
POU5F1,USP7,Q01860,Q93009,DUB
NRF1,USP15,Q16656,Q9Y4E8,DUB
ZEB1,USP43,P37275,Q70EL4,DUB
SNAI1,COPS5,O95863,Q92905,DUB
TP53BP1,USP7,Q12888,Q93009,DUB
NEK2,USP7,P51955,Q93009,DUB
PPARG,USP7,P37231,Q93009,DUB
UCK1,USP28,Q9HA47,Q96RU2,DUB
CTNNB1,USP7,P35222,Q93009,DUB
SMO,UCHL5,Q99835,Q9Y5K5,DUB
NR4A1,OTUB1,P22736,Q96FW1,DUB
PRC1,USP11,O43663,P51784,DUB
HDAC3,ATXN3,O15379,P54252,DUB
PRC1,USP26,O43663,Q9BXU7,DUB
PRC1,USP7,O43663,Q93009,DUB
SNAI1,USP27X,O95863,A6NNY8,DUB
PTEN,USP18,P60484,Q9UMW8,DUB
PTEN,USP7,P60484,Q93009,DUB
NOTCH1,USP28,P46531,Q96RU2,DUB
BCL10,USP9X,O95999,Q93008,DUB
PTH1R,USP2,Q03431,O75604,DUB
PTP4A3,USP4,O75365,Q13107,DUB
FKBP5,USP15,Q13451,Q9Y4E8,DUB
HIF1A,USP22,Q16665,Q9UPT9,DUB
RAD51B,UCHL3,O15315,P15374,DUB
RALB,USP33,P11234,Q8TEY7,DUB
PRKAA2,USP10,P54646,Q14694,DUB
VCP,ATXN3,P55072,P54252,DUB
AR,USP7,P10275,Q93009,DUB
RANBP9,USP11,Q96S59,P51784,DUB
RB1,USP7,P06400,Q93009,DUB
SMAD4,USP10,Q13485,Q14694,DUB
RBX1,USP15,P62877,Q9Y4E8,DUB
RELA,CYLD,Q04206,Q9NQC7,DUB
RELA,USP7,Q04206,Q93009,DUB
REST,USP15,Q13127,Q9Y4E8,DUB
MCL1,USP7,Q07820,Q93009,DUB
ERG,USP9X,P11308,Q93008,DUB
RIPK1,USP20,Q13546,Q9Y2K6,DUB
RIPK1,USP7,Q13546,Q93009,DUB
NFRKB,UCHL5,Q6P4R8,Q9Y5K5,DUB
CCP110,USP33,O43303,Q8TEY7,DUB
FUNDC1,USP19,Q8IVP5,O94966,DUB
RNF168,USP34,Q8IYW5,Q70CQ2,DUB
DDX58,USP15,O95786,Q9Y4E8,DUB
RNF168,USP7,Q8IYW5,Q93009,DUB
RNF41,USP8,Q9H4P4,Q05CD9,DUB
FOXK2,BAP1,Q01167,Q92560,DUB
RPA1,OTUB1,P27694,Q96FW1,DUB
ESR1,USP35,P03372,Q9P2H5,DUB
RNF41,USP8,Q9H4P4,P40818,DUB
NONO,USP11,Q15233,P51784,DUB
CDKN2A,USP10,P42771,Q14694,DUB
ZAP70,USP9X,P43403,Q93008,DUB
TWIST1,USP17L2,Q15672,Q6R6M4,DUB
HAS2,USP17L2,Q92819,Q6R6M4,DUB
SART3,USP15,Q15020,Q9Y4E8,DUB
PALB2,USP11,Q86YC2,P51784,DUB
RELA,USP15,Q04206,Q9Y4E8,DUB
SCNN1A,USP8,P37088,P40818,DUB
SCNN1B,USP2,P51168,O75604,DUB
SCNN1G,USP2,P51170,O75604,DUB
TWIST1,USP18,Q15672,Q9UMW8,DUB
SFRP4,USP8,Q6FHJ7,P40818,DUB
AXIN1,USP7,O15169,Q93009,DUB
SIRT1,USP2,Q96EB6,O75604,DUB
PAX7,USP7,P23759,Q93009,DUB
SIRT1,USP22,Q96EB6,Q9UPT9,DUB
MFN1,USP30,Q8IWA4,Q70CQ3,DUB
SIRT6,USP10,Q8N6T7,Q14694,DUB
HDAC1,USP19,Q13547,O94966,DUB
AR,USP12,P10275,O75317,DUB
CDKN1A,USP11,P38936,P51784,DUB
ASF1A,PAN2,Q9Y294,Q504Q3,DUB
YAP1,USP9X,P46937,Q93008,DUB
SMAD1,USP9X,Q15797,Q93008,DUB
SMAD2,UCHL1,Q15796,P09936,DUB
CCND1,USP10,P24385,Q14694,DUB
SMAD3,UCHL1,P84022,P09936,DUB
SMAD3,OTUB1,P84022,Q96FW1,DUB
RNPS1,USP4,Q15287,Q13107,DUB
PHLPP1,USP1,O60346,O94782,DUB
EZH2,USP44,Q15910,Q9H0E7,DUB
NEDD4L,USP7,Q96PU5,Q93009,DUB
PDCD5,OTUD5,O14737,Q96G74,DUB
ZAP70,OTUD7B,P43403,Q6GQQ9,DUB
SMAD6,USP15,O43541,Q9Y4E8,DUB
CTNNB1,USP47,P35222,Q96K76,DUB
MCL1,JOSD1,Q07820,Q15040,DUB
KDM1A,OTUD7B,O60341,Q6GQQ9,DUB
CASP1,USP8,P29466,P40818,DUB
CHEK2,USP39,O96017,Q53GS9,DUB
BRCA1,USP9X,P38398,Q93008,DUB
PLK1,CYLD,P53350,Q9NQC7,DUB
DEK,USP15,P35659,Q9Y4E8,DUB
SMO,USP8,Q99835,P40818,DUB
BCL2L11,USP27X,O43521,A6NNY8,DUB
YAP1,USP22,P46937,Q9UPT9,DUB
SMURF1,USP9X,Q9HCE7,Q93008,DUB
MCL1,XRCC6,Q07820,P12956,DUB
CCNB1,USP22,P14635,Q9UPT9,DUB
RAD18,USP7,Q9NS91,Q93009,DUB
SNAI1,OTUB1,O95863,Q96FW1,DUB
NLRC5,USP14,Q86WI3,P54578,DUB
SNAI2,COPS5,O43623,Q92905,DUB
NTRK2,USP8,Q16620,P40818,DUB
UBE2N,OTUB1,P61088,Q96FW1,DUB
PKM,USP20,P14618,Q9Y2K6,DUB
SOD2,USP36,P04179,Q9P275,DUB
SNAI2,USP5,O43623,P45974,DUB
SNCA,USP9X,P37840,Q93008,DUB
ULK1,USP24,O75385,Q9UPU5,DUB
SNCA,UCHL1,P37840,P09936,DUB
SNCA,USP8,P37840,P40818,DUB
IL1B,PSMD14,P01584,O00487,DUB
VIM,USP14,P08670,P54578,DUB
JUN,USP6,P05412,P35125,DUB
SEC31A,USP8,O94979,P40818,DUB
TRAF7,CYLD,Q6Q0C0,Q9NQC7,DUB
SOX2,USP22,P48431,Q9UPT9,DUB
SOX2,USP8,P48431,P40818,DUB
SOX2,USP9X,P48431,Q93008,DUB
TRAF6,OTUB1,Q9Y4K3,Q96FW1,DUB
MAP3K7,USP4,O43318,Q13107,DUB
SIGIRR,USP13,A0A291NLA3,Q92995,DUB
KIF23,USP8,Q02241,P40818,DUB
ECT2,USP7,Q9H8V3,Q93009,DUB
MXD1,USP36,Q05195,Q9P275,DUB
EIF4A1,USP9X,P60842,Q93008,DUB
BECN1,USP14,Q14457,P54578,DUB
UIMC1,USP3,Q96RL1,Q9Y6I4,DUB
TAB2,USP14,Q9NYJ8,P54578,DUB
EPS15,USP8,P42566,P40818,DUB
ENO1,USP46,P06733,P62068,DUB
EPAS1,USP37,Q99814,Q86T82,DUB
BIRC6,USP8,Q9NR09,P40818,DUB
TRAF2,TNFAIP3,Q12933,P21580,DUB
TAP1,USP10,Q03518,Q14694,DUB
CRY1,USP7,Q16526,Q93009,DUB
FOXP3,USP21,Q9BZS1,Q9UK80,DUB
XPC,USP11,Q01831,P51784,DUB
EIF4A1,USP15,P60842,Q9Y4E8,DUB
TBX21,USP10,Q9UL17,Q14694,DUB
TERF1,USP22,P54274,Q9UPT9,DUB
TGFBR1,UCHL5,P36897,Q9Y5K5,DUB
RNF123,USP19,Q5XPI4,O94966,DUB
KAT5,USP7,Q92993,Q93009,DUB
TGFBR1,USP11,P36897,P51784,DUB
TGFBR1,USP15,P36897,Q9Y4E8,DUB
SMAD4,USP9X,Q13485,Q93008,DUB
TRAF2,CYLD,Q12933,Q9NQC7,DUB
CHMP1B,USP8,Q7LBR1,P40818,DUB
BRCA2,USP21,P51587,Q9UK80,DUB
TGFBR1,UCHL1,P36897,P09936,DUB
TRIB3,USP9X,Q96RU7,Q93008,DUB
TBP,USP10,P20226,Q14694,DUB
EZH2,USP21,Q15910,Q9UK80,DUB
TGFBR1,USP4,P36897,Q13107,DUB
MSH2,OTUB1,P43246,Q96FW1,DUB
TP53,CYLD,P04637,Q9NQC7,DUB
CASP6,USP15,P55212,Q9Y4E8,DUB
FOXM1,UCHL3,Q08050,P15374,DUB
FOXO3,USP9X,O43524,Q93008,DUB
TMEM173,USP13,Q86WV6,Q92995,DUB
NRF1,USP7,Q16656,Q93009,DUB
TMEM173,USP21,Q86WV6,Q9UK80,DUB
TMEM173,USP20,Q86WV6,Q9Y2K6,DUB
SHH,USP22,Q15465,Q9UPT9,DUB
TMEM173,USP22,Q86WV6,Q9UPT9,DUB
TMEM173,USP5,Q86WV6,P45974,DUB
IKBKG,OTULIN,Q9Y6K9,Q96BN8,DUB
IRF7,TNFAIP3,Q92985,P21580,DUB
TNIP2,USP35,Q8NFZ5,Q9P2H5,DUB
AXIN1,USP44,O15169,Q9H0E7,DUB
TNKS,USP25,O95271,Q9UHP3,DUB
MYC,USP7,P01106,Q93009,DUB
IFI27,USP37,P40305,Q86T82,DUB
FLT3,USP10,P36888,Q14694,DUB
BECN1,USP9X,Q14457,Q93008,DUB
TNKS,BRCC3,O95271,P46736,DUB
NOTCH1,USP18,P46531,Q9UMW8,DUB
DDX58,USP27X,O95786,A6NNY8,DUB
TOMM20,USP30,Q15388,Q70CQ3,DUB
TOMM70A,USP30,O94826,Q70CQ3,DUB
DEPTOR,OTUB1,Q8TB45,Q96FW1,DUB
HIF1A,TRIM44,Q16665,Q96DX7,DUB
PTGS2,USP22,P35354,Q9UPT9,DUB
CEP70,CYLD,Q8NHQ1,Q9NQC7,DUB
TP53,ATXN3,P04637,P54252,DUB
PCM1,CYLD,Q15154,Q9NQC7,DUB
SMURF2,USP15,Q9HAU4,Q9Y4E8,DUB
DIO2,USP20,Q92813,Q9Y2K6,DUB
MSH2,USP10,P43246,Q14694,DUB
RIPK1,CYLD,Q13546,Q9NQC7,DUB
BECN1,USP10,Q14457,Q14694,DUB
TP53,OTUB1,P04637,Q96FW1,DUB
MDM4,USP2,O15151,O75604,DUB
TP53,OTUD1,P04637,Q5VV17,DUB
ERBB2,USP9X,P04626,Q93008,DUB
TP53,OTUD5,P04637,Q96G74,DUB
TP53,TNFAIP3,P04637,P21580,DUB
UVRAG,ZRANB1,Q9P2Y5,Q9UGI0,DUB
TWIST1,USP4,Q15672,Q13107,DUB
AMFR,USP34,Q9UKV5,Q70CQ2,DUB
TP53,USP10,P04637,Q14694,DUB
TRAF6,OTUD7B,Q9Y4K3,Q6GQQ9,DUB
NCOA3,USP19,Q9Y6Q9,O94966,DUB
TP53,USP11,P04637,P51784,DUB
TP53,USP24,P04637,Q9UPU5,DUB
SIRT6,USP48,Q8N6T7,Q86UV5,DUB
PSD,USP9X,A5PKW4,Q93008,DUB
TP53,USP29,P04637,Q9HBJ7,DUB
APP,USP25,P05067,Q9UHP3,DUB
DUSP1,USP49,P28562,Q70CQ1,DUB
AR,USP46,P10275,P62068,DUB
TP53,USP42,P04637,Q9H9J4,DUB
TP53,USP5,P04637,P45974,DUB
TP53,USP7,P04637,Q93009,DUB
IQCB1,USP9X,Q15051,Q93008,DUB
PER1,USP2,O15534,O75604,DUB
TP53,USP9X,P04637,Q93008,DUB
TP53BP1,USP28,Q12888,Q96RU2,DUB
TRAF2,OTUD5,Q12933,Q96G74,DUB
LCK,CYLD,P06239,Q9NQC7,DUB
DUSP1,USP33,P28562,Q8TEY7,DUB
DDX58,USP14,O95786,P54578,DUB
TPP1,USP7,O14773,Q93009,DUB
TRAF3,OTUD5,Q13114,Q96G74,DUB
TCF4,USP4,P15884,Q13107,DUB
ERBB2,USP8,P04626,P40818,DUB
SPRTN,VCPIP1,Q9H040,Q96JH7,DUB
TRAF5,OTUD5,O00463,Q96G74,DUB
FOXP3,USP44,Q9BZS1,Q9H0E7,DUB
PLK1,USP7,P53350,Q93009,DUB
NR2C2,USP4,P49116,Q13107,DUB
TRAF6,OTUD5,Q9Y4K3,Q96G74,DUB
TRAF6,ZC3H12A,Q9Y4K3,Q5D1E8,DUB
TRIM17,TRIM44,Q9Y577,Q96DX7,DUB
RAD17,USP20,O75943,Q9Y2K6,DUB
SMAD7,OTUD1,O15105,Q5VV17,DUB
RIPK1,ZC3H12A,Q13546,Q5D1E8,DUB
RAE1,USP11,P78406,P51784,DUB
TRIM25,USP15,Q14258,Q9Y4E8,DUB
CDT1,USP37,Q9H211,Q86T82,DUB
TRIP12,CYLD,Q14669,Q9NQC7,DUB
TRIP12,USP7,Q14669,Q93009,DUB
HDAC2,USP5,Q92769,P45974,DUB
TUBGCP3,BAP1,Q96CW5,Q92560,DUB
DGCR8,USP51,Q8WYQ5,Q70EK9,DUB
GJA1,STAMBP,P17302,O95630,DUB
UCHL1,UCHL1,P09936,P09936,DUB
UHRF1,USP7,Q96T88,Q93009,DUB
EZH2,ZRANB1,Q15910,Q9UGI0,DUB
IRF3,OTUD1,Q14653,Q5VV17,DUB
USP4,USP4,Q13107,Q13107,DUB
VDAC1,USP15,P21796,Q9Y4E8,DUB
VDAC1,USP30,P21796,Q70CQ3,DUB
VDAC1,USP35,P21796,Q9P2H5,DUB
XIAP,USP11,P98170,P51784,DUB
XPC,USP7,Q01831,Q93009,DUB
FANCG,BRCC3,O15287,P46736,DUB
ERBB2,PSMD14,P04626,O00487,DUB
ULK1,USP20,O75385,Q9Y2K6,DUB
XRCC6,USP50,P12956,Q70EL3,DUB
SMAD4,USP9Y,Q13485,O00507,DUB
YY1,BAP1,P25490,Q92560,DUB
CD274,COPS5,Q9EP73,O35864,DUB
NEDD4,YOD1,P46935,Q8CB27,DUB
JUNB,USP38,P09450,Q8BW70,DUB
EIF4A1,USP15,P60843,Q8R5H1,DUB
AURKA,USP2,P97477,O88623,DUB
SNAI2,USP5,P97469,P56399,DUB
ANK3,USP9X,G5E8K5,P70398,DUB
KPNA2,USP22,P52293,Q5DU02,DUB
CAV1,PSMD14,P49817,O35593,DUB
KDM6B,USP7,Q5NCY0,Q6A4J8,DUB
SMURF1,OTUD1,Q9CUN6,Q9CUB6,DUB
MAP3K7,USP8,Q62073,Q80U87,DUB
SIX1,USP1,Q62231,Q8BJQ2,DUB
SOX9,USP18,Q04887,Q9WTV6,DUB
MCL1,USP13,P97287,Q5BKP2,DUB
PEG10,USP9X,Q7TN75,P70398,DUB
BRD4,USP22,Q9ESU6,Q5DU02,DUB
E2F1,USP11,Q61501,Q99K46,DUB
RIPK1,CYLD,Q60855,Q80TQ2,DUB
AKT1,USP7,P31750,Q6A4J8,DUB
NLRP3,USP19,Q8R4B8,Q3UJD6,DUB
GRIN2B,USP6NL,Q01097,Q80XC3,DUB
DLL4,USP5,Q9JI71,P56399,DUB
MYC,USP7,P01108,Q6A4J8,DUB
CHUK,USP7,E9Q605,Q6A4J8,DUB
DDB2,USP44,Q99J79,Q8C2S0,DUB
SQSTM1,USP8,Q64337,Q80U87,DUB
STING1,USP13,Q3TBT3,Q5BKP2,DUB
PTEN,USP10,O08586,P52479,DUB
BARD1,USP15,O70445,Q8R5H1,DUB
MAP3K5,TNFAIP3,O35099,Q60769,DUB
SMAD4,USP4,P97471,P35123,DUB
TICAM1,USP19,Q80UF7,Q3UJD6,DUB
MAP3K7,USP18,Q62073,Q9WTV6,DUB
SOX2,USP9X,P48432,P70398,DUB
E2F1,PSMD14,Q61501,O35593,DUB
KDM4A,USP1,Q8BW72,Q8BJQ2,DUB
JAK1,USP16,B1ASP2,Q99LG0,DUB
GSC,USP21,Q02591,Q9QZL6,DUB
DDX58,USP14,Q6Q899,Q9JMA1,DUB
LEPR,USP8,P48356,Q80U87,DUB
SIGIRR,USP13,Q9JLZ8,Q5BKP2,DUB
CACNA1H,USP5,E9Q6P9,P56399,DUB
UCP1,USP18,P12242,Q9WTV6,DUB
PPP3CC,USP16,P48455,Q99LG0,DUB
AKT1,USP1,P31750,Q8BJQ2,DUB
ACLY,USP30,Q91V92,Q3UN04,DUB
RPS2,USP47,P25444,Q8BY87,DUB
ID2,USP1,P41136,Q8BJQ2,DUB
ZNRF3,USP42,Q5SSZ7,B2RQC2,DUB
SMAD4,USP13,P97471,Q5BKP2,DUB
TP53,USP7,P02340,Q6A4J8,DUB
HIF1A,ZC3H12A,Q61221,Q5D1E7,DUB
HDAC3,ATXN3,Q3UM33,Q9CVD2,DUB
OTULIN,OTULIN,Q3UCV8,Q3UCV8,DUB
PPP3CA,USP16,P63328,Q99LG0,DUB
SATB1,USP47,Q60611,Q8BY87,DUB
HIF1A,USP14,Q61221,Q9JMA1,DUB
SIRT6,USP10,P59941,P52479,DUB
RHEB,USP4,Q921J2,P35123,DUB
RNF20,OTUB1,Q5DTM8,Q7TQI3,DUB
AKT1,BAP1,P31750,Q99PU7,DUB
IRF3,OTUD1,P70671,Q9CUB6,DUB
MDM2,USP7,P23804,Q6A4J8,DUB
HDAC1,USP38,O09106,Q8BW70,DUB
RIPK1,USP20,Q60855,Q8C6M1,DUB
ACTN4,OTUD3,P57780,B1AZ99,DUB
MAP3K7,USP19,Q62073,Q3UJD6,DUB
PPM1B,USP12,P36993,Q9D9M2,DUB
TAB1,USP19,Q8CF89,Q3UJD6,DUB
MAF,OTUB1,P54843,Q7TQI3,DUB
NOTCH1,USP10,Q01705,P52479,DUB
MAVS,OTUD4,Q8VCF0,B2RRE7,DUB
HK2,COPS5,O08528,O35864,DUB
BCL10,USP12,Q9Z0H7,Q9D9M2,DUB
MAP3K5,TRIM69,O35099,Q80X56,DUB
MCL1,USP9X,P97287,P70398,DUB
CARD9,OTUD1,A2AIV8,Q9CUB6,DUB
YAP1,USP7,P46938,Q6A4J8,DUB
GJA1,USP9X,P08050,D3ZC84,DUB
TP53,USP7,P10361,Q4VSI4,DUB
SHANK3,USP8,Q9JLU4,D3ZN39,DUB
TP53,USP11,P10361,Q5D006,DUB
HTB1,UBP8,P02293,P50102,DUB
